Date,CAC Index,AC FP Equity,AF FP Equity,AI FP Equity,ALU FP Equity,ALO FP Equity,MT NA Equity,CS FP Equity,BNP FP Equity,EN FP Equity,CAP FP Equity,CA FP Equity,ACA FP Equity,BN FP Equity,DEXB BB Equity,EAD FP Equity,EDF FP Equity,EI FP Equity,FTE FP Equity,GSZ FP Equity,OR FP Equity,LG FP Equity,MMB FP Equity,MC FP Equity,ML FP Equity,RI FP Equity,UG FP Equity,PP FP Equity,RNO FP Equity,SGO FP Equity,SAN FP Equity,SU FP Equity,GLE FP Equity,STM FP Equity,SEV FP Equity,FP FP Equity,UL FP Equity,VK FP Equity,VIE FP Equity,DG FP Equity,VIV FP Equity,TEC FP Equity
2003-08-27,3280.02,33.4572,14.19,49.3614,9.69,21.6591,4.19,15.1914,43.8491,20.4661,35.55,42.75,15.704,29.3463,11.88,14.13,,18.5,22.5063,,62.0,53.6904,40.0645,54.3,34.4,30.4562,40.69,77.95,52.85,32.6605,49.7,47.6042,53.3183,21.38,,34.443,53.3353,11.732,17.1092,14.5552,15.48,19.1272
2003-08-28,3322.95,33.7219,14.32,49.3238,9.8,21.8551,4.15,15.2576,44.6881,20.7063,36.79,45.29,15.7491,29.535,11.64,14.52,,18.99,22.6244,,62.7,53.1691,40.3935,55.0,35.4,30.5718,41.03,78.5,53.45,32.4243,51.0,47.9705,54.3758,22.17,,34.9118,53.5716,11.7029,17.237,14.457,15.53,19.2838
2003-08-29,3311.42,33.5612,14.35,49.136,9.9,21.9531,4.17,15.2576,43.7623,20.5776,37.45,45.4,15.5869,29.4643,11.35,14.4,,18.5,22.2309,,63.3,53.1257,40.0452,54.75,36.98,30.1095,41.57,78.25,54.9,32.3334,51.2,48.6832,53.2301,22.65,,34.4677,53.7292,11.6738,17.4533,14.5061,15.31,19.7415
2003-09-01,3358.52,34.3272,14.59,49.8122,10.32,27.0494,4.17,15.5127,44.3892,21.3842,38.68,45.61,15.7311,30.0776,11.65,15.33,,18.785,21.3653,,64.8,53.9944,41.3903,54.85,36.8,30.8223,41.27,79.4,55.45,32.933,52.85,49.2969,54.2436,22.4,,34.7884,53.9262,11.7514,18.0826,15.0706,15.94,19.9824
2003-09-02,3363.93,34.4595,14.62,50.2254,10.35,27.7354,4.17,15.7016,44.3602,21.6074,39.6,44.73,15.4608,30.1956,11.71,15.25,,18.97,21.5128,,64.7,53.9076,41.1194,55.75,36.25,31.0149,40.73,81.9,54.95,32.7513,52.4,48.9604,53.2742,22.45,,34.8871,54.1625,11.799900000000001,18.0826,15.4143,16.6,19.8137
2003-09-03,3422.78,34.7054,15.16,51.127,11.27,29.0095,4.15,16.1929,45.2378,22.208,42.55,44.94,15.5869,30.2191,12.17,15.86,,18.815,21.8965,,63.15,55.2976,42.4742,56.55,37.64,31.2268,41.2,83.75,56.15,33.251,52.6,48.6733,55.9181,22.65,,35.2819,53.9262,11.838799999999999,18.6628,15.4143,17.01,19.9944
2003-09-04,3410.69,34.034,15.12,50.7137,10.94,29.4995,4.19,16.1078,44.4856,21.7876,41.83,44.94,15.641,30.2427,12.14,16.0,,18.875,21.8276,,63.7,54.7329,42.2419,55.25,37.62,31.0149,40.44,81.0,56.6,32.6332,52.25,49.5444,55.169,22.67,,35.5039,54.3595,11.7611,18.8004,15.3406,17.04,19.9944
2003-09-05,3392.75,33.5612,15.19,50.0376,11.12,30.3815,4.15,15.9661,44.1674,21.3242,41.23,44.9,15.659,30.3135,12.0,16.26,,18.975,21.8178,,62.55,56.2532,41.8645,55.0,36.8,31.1112,40.34,77.85,56.25,32.0972,52.5,49.8909,54.6843,23.5,,35.0351,54.1231,11.838799999999999,18.2006,15.4143,16.9,20.1389
2003-09-08,3409.72,32.7952,14.94,50.5635,11.44,30.4795,4.15,16.1456,44.3602,21.5644,41.9,44.88,15.9473,30.3607,12.0,16.17,,18.51,21.7292,,62.9,55.2542,42.2032,55.3,36.2,30.8223,40.01,78.55,55.4,32.4333,52.75,49.9404,55.6537,24.51,,35.3805,53.5716,11.9358,18.6726,15.2793,16.83,21.5723
2003-09-09,3375.26,31.8685,14.38,49.9624,11.23,29.6955,4.1,15.9661,43.6659,21.4615,40.73,44.44,15.7851,30.4786,11.9,15.53,,18.505,21.5128,,62.55,53.7338,41.8548,55.6,35.37,30.2443,39.65,78.0,54.2,31.8882,53.65,49.3365,54.8605,23.64,,34.8377,53.3747,12.0134,18.6431,15.1565,16.5,20.7532
2003-09-10,3328.71,31.2254,14.17,49.2111,10.57,27.3434,4.21,15.6544,43.0294,21.2555,39.2,43.9,15.4247,30.1484,11.6,14.89,,19.035,21.4735,,62.15,52.2569,40.6452,53.8,35.14,30.1865,39.08,76.25,52.85,30.798000000000002,54.75,49.0296,54.4639,22.56,,34.5663,53.3353,11.7029,18.6234,15.0829,15.78,20.1389
2003-09-11,3348.25,31.5186,14.31,49.0984,10.65,27.8334,4.16,15.5977,43.2127,21.0153,38.74,43.83,15.4157,31.5402,12.29,14.76,,19.52,22.0932,,63.15,52.5175,40.6839,54.3,35.51,30.5718,38.77,77.0,54.5,30.5982,54.3,48.8218,54.2877,22.61,,34.5663,54.0443,11.6156,18.2695,15.0584,15.79,20.4642
2003-09-12,3322.56,31.0363,14.58,48.1968,10.85,30.3815,4.2,15.3332,42.7594,20.9552,38.5,44.42,15.2445,31.2099,12.55,14.41,,19.305,21.8571,,62.35,52.2569,40.4516,53.7,34.8,31.0534,38.52,75.75,54.15,29.9441,54.2,48.6733,53.5826,22.41,,34.2949,54.0443,11.799900000000001,18.0138,15.3284,15.67,21.0784
2003-09-15,3338.36,31.32,14.5,48.1217,10.64,29.1075,4.69,15.4749,43.3091,21.0153,39.4,44.79,15.2806,31.493,12.66,14.74,,19.365,21.9555,,62.7,52.9519,40.7032,53.95,34.85,30.9956,39.32,76.55,55.65,30.3801,54.8,48.505,53.7148,22.56,,33.9002,54.2807,11.799900000000001,18.0925,15.9543,15.62,20.5605
2003-09-16,3386.41,32.1049,15.07,48.873,11.01,29.8915,5.25,15.541,44.5049,21.2126,40.59,45.81,15.632,31.6581,12.82,14.9,,19.525,22.0145,,63.4,52.865,41.2935,54.65,35.32,31.3424,39.8,78.15,58.8,31.1614,55.5,48.6832,54.5521,23.13,,34.2949,54.5564,12.0328,18.2203,15.8683,15.85,21.0062
2003-09-17,3393.93,32.0765,14.9,48.9482,11.38,27.3434,5.3,15.6922,44.2156,20.9724,41.77,46.03,15.7941,31.4694,12.91,15.19,,19.645,21.8866,,63.4,53.3863,41.3129,54.5,35.68,31.4965,39.65,77.45,58.15,31.543,55.9,48.2278,54.9046,23.35,,34.1963,54.9897,11.8873,18.004,15.8561,16.34,21.5241
2003-09-18,3415.01,31.9441,15.03,48.8355,11.62,27.3434,5.1,16.0134,44.8328,21.2126,42.26,46.34,15.9473,31.7053,12.92,15.39,,19.855,22.1325,,63.5,53.6904,41.3226,54.8,35.66,31.5928,39.6,78.15,58.6,32.4061,56.55,48.3466,55.6096,23.41,,33.9002,54.3595,11.9843,18.1318,16.0524,16.35,21.5
2003-09-19,3373.64,31.8023,14.83,48.873,11.22,27.3434,5.05,15.9094,43.9745,21.1096,41.36,46.0,15.6049,31.3987,12.7,14.97,,19.6,21.7292,,62.45,53.0822,40.6355,54.75,35.3,31.169,39.16,77.25,56.5,32.1517,55.9,47.9606,55.1249,23.2,,33.6535,53.8868,11.9261,18.2301,16.0402,16.08,21.560200000000002
2003-09-22,3282.95,31.0457,14.64,47.9715,10.69,27.3434,5.29,15.2391,43.068,20.5776,39.5,44.62,15.3527,30.9269,12.88,14.42,,19.19,21.0997,,61.2,50.9537,39.4355,53.3,33.98,31.1497,38.45,75.0,54.35,31.3613,54.45,46.446,53.3183,22.06,,32.9626,54.2019,11.7902,17.8171,15.807,15.71,20.9098
2003-09-23,3266.04,30.45,14.33,47.2953,10.65,24.5012,5.28,15.0378,43.0487,20.4403,39.32,44.43,15.4968,30.6438,13.1,13.97,,18.835,21.139,,60.75,50.8234,39.8419,53.75,33.5,31.1883,37.95,74.55,53.35,31.1433,54.55,46.149,52.7895,21.75,,32.8639,54.3989,11.8776,17.4042,15.6965,15.6,21.1025
2003-09-24,3263.78,31.4429,14.45,47.1074,10.71,25.0893,5.28,14.9707,43.1548,20.5862,39.4,44.63,15.2716,31.3751,12.8,13.93,,18.84,20.48,,60.5,51.475,39.6194,54.45,33.42,31.4002,37.51,74.3,53.65,30.6618,54.0,46.4757,52.7454,21.77,,33.0366,53.8868,11.897,18.7808,15.7456,15.93,21.488
2003-09-25,3230.54,30.2041,14.21,47.4455,10.41,26.4613,4.85,14.7216,42.3255,20.3373,38.05,44.1,15.4067,31.0448,12.4,13.6,,18.985,20.175,,60.65,50.0415,39.2129,53.5,32.48,32.267,36.46,73.45,52.3,29.9713,53.55,45.0404,51.9523,21.52,,33.2587,54.2019,11.4506,19.1937,15.7579,16.0,21.1025
2003-09-26,3216.76,30.4027,13.52,47.1074,10.19,25.7753,4.9,14.3957,42.3833,20.14,36.94,44.11,15.3256,30.8797,12.67,13.71,,19.19,20.3915,,61.0,49.9981,38.3226,52.6,32.61,32.556,37.0,73.0,51.8,29.8441,53.3,45.2383,52.0404,21.09,,32.6912,53.7292,12.0231,19.3609,15.4879,15.84,20.8375
2003-09-29,3188.71,29.911,13.69,46.5815,10.29,26.1673,4.9,14.1657,41.39,19.7538,36.13,43.98,15.0283,30.7853,12.62,13.73,,18.805,19.9193,,60.3,49.6071,38.3323,53.4,32.77,31.6891,36.99,72.2,52.0,29.4807,52.55,44.9414,51.2032,21.25,,32.5185,53.7686,11.8679,19.0364,15.2793,15.59,20.5726
2003-09-30,3134.99,29.9015,13.12,45.5672,10.17,24.5992,4.68,13.868500000000001,40.5993,19.402,35.6,43.2,15.0734,30.9033,12.52,13.24,,18.57,19.4275,,58.65,48.3474,37.6452,53.35,31.93,31.3231,36.49,70.5,50.8,28.6813,52.2,44.0505,50.41,20.75,,31.9757,53.1777,12.0231,18.7218,15.1811,15.2,20.2594
2003-10-01,3191.01,30.2514,12.89,46.9947,10.26,25.0893,4.68,14.0794,41.8433,19.565,35.59,43.9,15.3527,30.8561,13.02,13.35,,18.77,20.2439,,59.65,49.6505,37.8774,53.2,32.69,31.4965,36.46,70.75,51.7,29.5262,52.65,44.5157,52.0844,20.85,,32.8146,53.1383,11.7417,18.5251,15.2302,15.78,20.2353
2003-10-02,3192.94,30.4311,13.48,46.3561,10.63,25.7753,4.58,14.3861,42.2869,19.7796,37.09,44.25,15.0734,30.5494,12.98,13.38,,18.8,19.9586,,59.4,48.5646,38.4194,53.5,32.54,31.5158,35.93,71.6,52.85,29.4989,52.2,44.6147,51.5557,21.52,,32.5679,53.7292,11.6544,18.4661,15.4143,15.58,20.1269
2003-10-03,3296.36,31.3862,13.28,47.9715,11.1,26.1673,4.75,14.9612,43.8877,20.5776,38.59,45.37,15.2896,30.7145,13.25,14.31,,19.275,20.8243,,61.2,50.8668,39.7355,55.4,33.29,31.5928,36.61,73.7,53.9,30.6618,54.5,45.7036,53.7148,22.4,,33.308,53.9656,12.0328,18.8496,15.7088,16.32,20.4521
2003-10-06,3281.36,31.3389,14.0,47.1074,11.08,25.8733,4.85,14.7599,43.8298,20.4661,39.03,45.13,15.3527,30.6202,13.25,14.1,,18.9,20.657,,60.9,50.9972,38.8258,56.45,33.25,31.6699,36.75,75.0,54.35,31.1342,53.1,45.2482,53.3183,22.26,,33.0613,53.9656,12.0522,18.8594,15.537,16.31,20.6207
2003-10-07,3254.75,30.7337,13.81,47.0699,10.92,25.6773,4.55,14.549,43.1066,20.5175,38.31,44.47,15.3166,30.6909,13.31,14.18,,18.73,21.0997,,59.9,50.1284,38.5742,55.4,33.07,31.0727,36.5,73.35,52.85,30.4801,52.5,45.1492,52.7014,22.14,,32.8146,53.8474,12.0522,18.6824,15.6106,16.24,20.7894
2003-10-08,3248.61,30.8093,13.63,47.2577,11.01,25.3833,4.48,14.5778,42.8462,20.3288,39.85,43.79,15.1364,30.5966,13.31,14.57,,19.05,21.0899,,59.1,50.2587,38.7194,55.85,32.99,31.1883,36.56,72.7,52.0,30.6981,52.1,45.7729,52.9217,22.32,,32.6666,54.2807,12.0328,18.9774,15.3406,16.31,20.1389
2003-10-09,3324.99,31.2065,13.76,48.0466,11.5,25.1873,4.58,15.0762,44.0709,20.7235,41.11,44.72,15.668,31.2571,13.4,15.0,,18.94,21.5423,,59.95,51.0406,39.832300000000004,57.3,33.77,31.4772,37.79,76.5,53.75,30.898,53.4,46.1787,54.6843,23.15,,33.308,54.0837,12.0814,19.4199,15.3284,16.95,19.9703
2003-10-10,3306.12,31.2065,13.79,48.009,11.3,24.5012,4.69,14.8461,43.8877,20.6291,41.02,44.4,15.9383,30.9033,13.33,14.75,,19.46,21.4046,,59.85,50.9103,39.3774,57.25,33.03,31.1112,37.0,75.55,52.55,31.0433,52.8,45.9313,54.1996,22.84,,33.2094,54.1625,12.421,19.2232,15.5615,17.2,20.0065
2003-10-13,3360.34,31.7172,13.64,48.6852,11.61,24.6972,4.75,15.2391,44.7267,20.9809,41.7,45.06,16.0374,31.3987,13.6,15.0,,19.235,21.5423,,61.25,51.8225,39.4355,58.15,33.28,31.3039,37.16,77.5,53.2,31.7611,53.6,46.5648,55.2571,23.31,,33.8508,54.3989,12.4113,19.2527,15.3652,17.12,20.6328
2003-10-14,3344.9,31.4429,13.83,47.6709,11.35,24.8933,4.78,15.0666,44.4856,20.775,41.2,44.84,15.8572,30.9033,13.45,14.92,,19.88,21.3456,,61.1,52.1266,39.7548,57.9,33.89,31.3809,36.92,76.85,53.2,31.7974,52.95,46.2876,55.169,23.09,,33.9495,54.3201,12.3822,19.4986,15.4388,17.18,20.3919
2003-10-15,3374.98,31.9725,13.9,48.3471,11.43,24.4032,4.9,15.1049,44.177,21.2298,41.68,45.2,16.0915,31.3751,13.67,15.81,,19.825,21.0997,,61.9,52.6913,40.6161,59.35,34.36,31.9974,36.61,78.25,54.6,32.5424,53.15,47.2973,55.9181,23.48,,34.0235,53.6898,12.3045,19.3904,15.3161,17.7,20.958
2003-10-16,3357.49,31.0363,13.72,47.5958,11.0,24.7953,4.85,15.1241,44.1384,20.9809,40.75,45.0,16.1275,31.3515,13.55,15.74,,19.525,20.903,,62.0,51.9094,40.7129,59.0,34.04,32.0937,36.97,81.5,55.05,32.0518,52.9,46.644,56.1384,23.06,,33.7768,53.4929,12.421,19.5084,15.3774,17.3,20.5966
2003-10-17,3353.72,31.1876,13.62,47.5958,11.15,24.6972,4.76,15.0953,43.5888,20.9724,38.87,45.33,16.1725,31.6581,13.44,16.18,,19.89,21.139,,62.3,51.5184,40.3935,58.35,33.87,32.0551,37.1,81.1,54.6,31.7883,52.85,46.3173,55.4774,23.27,,33.5301,53.2959,12.2269,19.1839,15.3406,17.5,20.3919
2003-10-20,3358.8,30.6391,13.64,47.7085,10.93,26.7554,4.9,15.1624,43.7045,20.5605,38.31,45.12,16.7492,31.6817,13.42,16.53,,19.71,21.0603,,62.2,51.9962,40.5387,57.5,34.45,31.901,37.41,82.8,55.2,31.6611,53.25,46.3569,55.4334,23.01,,33.5548,52.8232,12.2463,19.1741,15.3529,17.78,20.4039
2003-10-21,3363.3,30.8282,13.4,47.6334,11.0,27.2454,4.89,15.267900000000001,43.2512,20.4746,39.16,44.56,16.8933,31.5874,13.43,16.54,,19.835,21.2866,,62.85,50.2587,40.5,58.6,34.0,31.7084,37.13,83.85,54.45,31.7974,53.95,47.0894,54.9927,23.75,,33.308,53.099,12.421,19.3019,15.1565,18.03,20.7653
2003-10-22,3302.7,30.5162,13.54,47.145,10.67,26.4613,4.61,14.8366,42.2869,20.1915,37.85,44.1,16.4879,31.1392,13.14,16.0,,19.925,21.0997,,62.4,49.0858,40.1419,57.7,32.81,31.9781,36.57,81.5,54.4,30.5164,52.5,46.8222,53.7148,23.22,,32.9133,52.193,12.421,18.9283,15.0338,17.65,20.5966
2003-10-23,3264.29,30.658,13.42,46.8069,10.42,26.2653,4.79,14.6545,41.9494,19.7367,38.0,44.0,16.2807,30.8325,13.02,15.45,,19.875,21.0997,,61.4,50.389,39.4645,56.85,32.07,31.4965,36.37,81.95,53.7,30.1167,51.8,47.0696,52.6132,22.0,,32.4445,51.996,12.421,18.9774,14.9602,17.35,20.2112
2003-10-24,3266.27,30.9039,13.32,47.3704,10.78,25.6773,4.79,14.7503,41.7951,19.6509,38.37,43.81,15.9293,30.8089,13.07,15.29,,20.225,20.9128,,61.7,50.9537,39.4935,57.1,31.9,31.8432,36.25,82.05,53.4,30.8344,51.95,47.0993,52.6132,21.94,,32.4445,52.3505,12.1202,19.0659,15.0584,17.34,20.2714
2003-10-27,3306.59,30.9701,13.25,47.1826,10.95,25.5793,4.7,15.0666,42.5858,19.7109,38.93,44.3,16.0874,30.9504,13.4,15.82,,20.21,20.9521,,62.1,51.5184,40.2774,57.75,32.01,32.19,36.5,84.8,54.45,31.2341,52.55,47.7131,54.1114,22.16,,32.8393,52.0354,12.0717,18.9872,15.3406,17.75,20.3076
2003-10-28,3352.15,31.8117,13.3,48.6852,11.32,26.5593,4.67,15.0953,43.232,20.1657,40.49,44.83,16.5232,30.7145,13.4,16.46,,20.3,21.4243,,63.2,52.3438,40.5097,58.35,33.28,31.9974,36.71,84.45,55.65,31.3431,53.15,48.3367,55.1249,22.71,,32.9873,52.1142,12.1299,19.0561,15.0952,18.05,20.6448
2003-10-29,3366.95,32.086,13.53,48.4222,11.57,26.6573,4.79,15.2391,43.3477,20.3717,42.0,45.0,16.4506,30.455,13.16,17.45,,20.5,20.9128,,63.7,52.6478,41.5645,59.4,33.13,31.6313,36.64,86.0,56.5,32.2062,53.6,48.5149,55.9621,23.13,,32.9626,52.3899,12.0328,19.0757,15.2915,17.94,20.4642
2003-10-30,3387.36,32.6344,13.78,48.8355,11.25,26.7554,4.95,15.5937,43.9359,20.4575,42.51,45.37,16.4233,30.5022,13.4,17.8,,20.355,20.6472,,64.5,53.2125,42.1161,60.25,33.36,32.1322,37.08,87.6,57.3,32.615,53.75,48.9208,56.7994,23.23,,33.2094,53.5322,12.2075,18.9283,15.1934,18.1,20.4762
2003-10-31,3373.2,31.9914,13.76,47.8963,11.35,26.8534,4.79,15.6225,43.5888,20.0799,43.35,45.16,16.5867,30.6202,13.55,17.5,,20.69,20.48,,63.6,53.5166,41.8742,59.45,33.75,31.9781,36.9,87.65,56.9,32.9694,53.25,49.8414,56.3147,22.9,,32.9873,53.4535,12.2269,18.8791,15.3038,18.07,20.4762
2003-11-03,3439.07,32.5304,14.04,48.873,11.61,28.1274,4.79,16.0442,45.0353,20.2773,44.64,46.1,16.968,30.5258,13.55,18.03,,20.46,20.657,,64.8,53.6904,43.0645,60.95,33.95,32.5175,37.28,88.25,57.8,33.7052,54.3,50.9797,57.901,23.57,,33.5548,54.9109,12.421,18.9086,15.5983,18.69,20.7171
2003-11-04,3424.81,32.3886,14.0,49.0984,11.47,28.0294,4.94,16.1017,45.0642,20.5175,43.79,46.23,16.6775,30.573,13.3,17.61,,20.5,20.3324,,64.35,53.4732,42.7645,60.35,33.51,33.6348,36.84,84.0,57.6,33.0148,54.65,51.2272,57.5925,23.58,,33.7028,54.7534,12.4598,18.9283,15.6843,18.65,21.1989
2003-11-05,3393.25,31.9252,13.92,49.9249,11.13,28.0294,5.25,16.025,44.476,20.2601,43.21,45.84,16.5504,30.6202,13.6,17.7,,20.23,19.8603,,64.05,53.2125,42.0774,59.65,34.07,32.8257,36.52,82.55,57.05,32.6968,54.05,50.6828,57.5925,23.02,,33.1847,54.714,12.6733,18.4661,15.6474,18.67,20.9941
2003-11-06,3412.18,33.2018,14.02,49.7746,11.25,28.2254,5.4,15.5554,44.9389,20.0456,43.17,45.83,16.5413,30.7617,13.6,18.26,,20.495,20.1554,,64.25,53.6469,42.3387,60.1,33.69,34.0779,36.6,82.4,57.45,32.9784,54.05,51.5737,58.0772,23.47,,33.4314,53.4929,12.6151,18.3678,15.5124,18.83,21.0062
2003-11-07,3453.13,33.5423,14.15,50.4884,11.51,27.8334,5.45,15.9483,45.0931,20.938,44.38,46.2,16.6049,30.8325,13.59,18.68,,20.745,20.6374,,64.6,55.1673,43.2581,60.85,34.02,34.3476,37.14,83.5,57.8,33.1329,54.4,51.7717,59.3111,23.89,,33.6288,54.5958,12.518,17.9843,15.6843,19.38,21.4639
2003-11-10,3425.19,33.1451,14.05,49.8497,11.22,27.9314,5.35,15.8621,44.3506,20.8351,44.25,46.09,16.7048,30.4079,13.65,18.81,,20.795,20.3619,,64.15,54.3419,42.3871,60.35,34.15,33.4614,36.94,84.6,57.75,32.9603,54.0,51.6232,58.3416,23.7,,33.3327,54.4382,12.5277,18.1711,15.6965,19.2,21.0423
2003-11-11,3406.05,33.3342,14.05,50.1503,11.13,28.1274,5.5,15.7471,44.2638,20.6806,42.78,45.78,16.5686,30.455,13.68,18.37,,20.97,20.3226,,63.8,54.1682,41.6613,59.9,33.99,34.0393,36.99,83.6,57.25,32.6696,53.75,51.5242,57.9891,23.26,,33.2587,54.517,12.4307,18.3186,15.6597,19.05,20.681
2003-11-12,3411.05,33.0883,13.78,49.9249,11.16,27.7354,5.49,15.7279,44.8038,21.0238,42.86,45.53,16.4778,30.3843,13.36,18.28,,20.79,20.6275,,63.45,55.4279,41.971,60.4,33.97,34.5402,37.15,84.7,57.6,32.8785,53.95,51.4747,58.1654,23.55,,33.0613,54.517,12.6151,18.3284,15.5493,19.07,20.8737
2003-11-13,3412.55,33.7598,13.86,49.8497,11.09,30.3815,5.45,15.6321,44.611,21.1354,41.78,45.4,16.5232,30.3607,13.31,18.64,,20.93,20.6472,,63.45,56.5139,42.0968,59.75,33.95,34.675,38.51,84.35,57.45,32.6423,54.0,51.1777,58.0772,23.6,,33.1353,54.9109,12.6733,18.3776,15.4879,19.0,20.9459
2003-11-14,3448.6,34.3839,13.78,50.5259,11.14,28.5194,5.55,15.8238,45.0642,21.41,41.85,45.83,16.6775,30.4786,13.35,18.46,,21.185,20.3619,,64.1,57.643299999999996,42.7742,60.15,34.18,34.8677,38.71,84.35,57.65,33.6235,56.05,51.5737,58.2976,23.25,,33.6288,55.1867,12.7703,18.5939,16.1383,18.99,21.4277
2003-11-17,3359.3,33.4572,13.47,49.2487,10.57,27.2454,5.65,15.2583,43.5309,20.9981,40.31,44.68,16.3325,30.1248,13.05,17.96,,21.1,19.8504,,62.7,55.341,41.7097,58.0,33.21,34.1356,37.76,81.35,55.7,32.3516,55.6,50.5838,56.7994,22.73,,32.8146,54.9503,12.4307,18.2498,15.6597,18.3,20.8496
2003-11-18,3352.92,32.8992,13.06,49.5492,10.58,26.7554,5.64,15.0953,43.3862,21.3242,39.62,44.85,16.4052,30.1484,13.1,17.31,,21.01,19.7717,,62.65,56.0361,42.3774,57.6,32.67,34.309,37.51,81.5,54.45,32.6786,56.2,50.5838,56.8875,22.83,,32.5679,54.9897,12.1687,18.2498,16.0156,18.5,20.6689
2003-11-19,3343.38,32.6439,12.68,49.0984,10.54,27.1474,5.6,15.0474,43.3187,21.1182,39.5,44.64,16.2508,30.0304,13.07,17.2,,20.34,20.4603,,61.8,55.6885,42.1452,56.8,32.45,34.0201,37.47,80.45,53.85,32.3243,55.25,49.9898,56.7553,22.74,,32.5679,55.0685,12.1008,18.8103,16.077,18.71,20.7773
2003-11-20,3324.39,32.086,12.39,49.8122,10.55,28.5194,5.55,14.8174,43.2609,21.0496,39.75,44.15,16.2871,29.959600000000002,12.94,16.92,,20.375,20.2636,,61.65,55.2976,41.8548,56.35,32.74,33.8274,37.33,79.75,53.6,32.3243,55.0,49.7424,57.0638,22.4,,32.3458,55.7775,12.3045,19.1839,16.1997,18.59,21.4398
2003-11-21,3366.12,32.1427,12.3,50.0376,10.55,27.8334,5.65,15.057,43.8298,21.1182,40.68,44.2,16.3234,30.2191,13.03,17.6,,20.435,20.9915,,62.55,57.4261,43.3065,56.35,32.98,34.1356,37.45,81.4,54.4,33.1147,55.7,50.0393,57.24,22.46,,32.7159,56.329,12.2269,19.2626,16.077,19.0,21.0664
2003-11-24,3412.05,32.9181,12.58,50.3381,10.75,27.1474,5.64,15.287,44.5338,21.2984,41.5,45.09,16.16,30.4315,13.26,18.0,,20.885,21.1489,,63.35,57.122,43.7323,57.35,33.36,33.866,37.61,82.5,55.55,33.2692,57.1,50.4848,58.0772,23.15,,33.1353,57.5107,12.4986,19.2429,16.3838,19.17,21.3796
2003-11-25,3418.15,33.1924,12.86,50.3381,10.87,27.3434,5.64,15.287,44.6592,21.7017,42.28,45.2,16.3598,30.5494,13.12,18.25,,20.73,21.0505,,62.45,56.6008,44.0323,57.6,33.74,34.675,38.8,82.1,55.8,33.033,56.85,50.3363,58.6941,23.26,,33.1847,57.8259,12.3628,19.4986,16.3961,19.29,21.4398
2003-11-26,3415.19,33.0789,12.84,50.4508,10.9,25.7753,5.8,15.335,44.8038,22.3453,42.0,45.0,16.2871,30.573,12.88,17.88,,20.405,21.0505,,62.05,58.1646,44.5065,57.15,33.96,34.232,39.07,81.9,56.15,33.1329,56.3,50.7818,58.9585,23.15,,33.1353,57.944,12.5083,19.6952,16.2242,19.2,21.1748
2003-11-27,3431.66,33.7976,12.86,51.0518,11.05,22.0909,5.8,15.4308,45.2089,22.6371,42.13,45.1,16.2054,30.6909,13.01,18.1,,20.845,20.9423,,62.0,59.1202,44.5452,57.75,34.11,34.2512,39.6,83.25,55.95,33.9324,56.7,51.5737,59.0907,23.22,,33.3574,57.7077,12.4307,19.5084,16.4452,19.2,21.1748
2003-11-28,3424.79,33.0978,12.7,50.3381,10.89,22.2201,5.8,15.3637,45.3246,22.2252,41.2,44.95,16.5232,30.6674,13.29,18.2,,20.795,21.1489,,61.9,57.730199999999996,44.0323,57.45,33.1,34.1549,39.24,81.8,55.45,33.9051,56.5,50.8808,58.8704,23.08,,33.2587,58.2986,12.5083,19.3019,16.3838,19.15,21.6205
2003-12-01,3490.26,33.7408,12.72,51.127,11.14,20.6699,6.36,15.6992,46.3661,22.8688,43.16,45.35,16.7048,30.8797,13.42,19.21,,20.685,21.926,,63.1,58.6424,45.3677,59.0,33.88,34.1934,39.35,82.75,56.85,34.6864,56.5,51.7222,60.3245,23.9,,33.9495,59.047,12.4307,19.4887,16.5311,19.43,22.1384
2003-12-02,3471.86,34.0435,12.74,51.1645,10.98,20.4115,5.91,15.7183,46.1925,23.152,42.9,44.43,16.614,30.7381,13.39,18.9,,20.9,21.7883,,62.55,59.6849,45.5226,59.05,33.92,33.943,39.47,81.3,56.15,34.8772,55.65,51.7717,59.7517,23.4,,33.8508,59.5197,12.4307,19.4592,16.5556,19.19,21.5843
2003-12-03,3501.93,34.261,12.57,51.2397,11.1,19.8947,6.2,16.0729,46.829,23.1691,43.16,44.41,16.459600000000002,30.5966,13.51,19.38,,20.95,21.6407,,63.45,59.7718,45.2323,59.4,33.9,34.1549,39.7,80.4,57.0,35.3133,56.45,52.7616,61.6905,23.54,,34.0729,58.8894,12.421,19.4297,16.6292,19.43,21.9336
2003-12-04,3496.55,34.3272,12.72,51.0894,11.07,19.7655,6.01,16.1784,47.099,23.1434,42.63,43.95,16.6412,30.5966,13.28,20.06,,21.205,21.4833,,62.65,58.7293,45.0774,59.25,34.43,33.9815,39.9,80.1,57.7,34.9135,56.4,52.5636,60.7211,23.52,,34.0729,57.944,12.5763,19.4199,16.6415,19.48,21.765
2003-12-05,3457.14,33.6368,12.47,50.7137,10.75,18.9904,6.12,15.9771,46.8097,22.8859,41.71,43.55,16.6321,29.9832,13.22,19.22,,21.075,20.9817,,62.2,58.3817,44.5742,58.0,35.08,33.7889,39.37,78.75,56.4,34.4593,55.95,52.7121,60.2364,22.96,,33.8015,57.6683,12.7024,19.2822,16.5311,18.87,21.6566
